Année de la campagne de recueil des informations;Code UAI de l’établissement accrédité;Nom officiel (long) de l’établissement accrédité;Nom d’usage de l’établissement accrédité;Adresse de l’établissement accrédité;Complément d’adresse de l’établissement accrédité;Code postal de la ville de l’établissement accrédité;Ville de l’établissement accrédité;Identifiant navette de la mention (INM) de master;Domaine(s) de la mention de master;Intitulé de la mention de master;Mention accréditée ou en cours d’accréditation;Année de début de la période d’accréditation;Année de fin de la période d’accréditation;Mention ouverte ou non ouverte;Etablissement(s) co-accrédité(s) en vue de la délivrance du DNM dans la mention;Inscription des étudiants effectuée ou non par l’établissement dans la mention;Modalités d’enseignement de la mention;Semestre auquel la mention est accessible dans l’établissement accrédité;Existence d’une capacité d’accueil limitée au 1er semestre;Capacité d’accueil limitée au 1er semestre;Licences conseillées pour suivre la formation de la mention;URL de la fiche relative à la mention sur le site internet de l’établissement;etablissement_id_paysage
2019;0597065J;Université de Lille;;42  RUE PAUL DUEZ;;59800;LILLE;1502354U;DROIT, ECONOMIE, GESTION;Economie de l'entreprise et des marchés;diplôme;2015;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;;;Szqy5
2019;0601223D;Université de technologie de Compiègne;;Rue du docteur Schweitzer;CS 60319;60203;COMPIEGNE;1900319X;SCIENCES HUMAINES ET SOCIALES | DROIT, ECONOMIE, GESTION;Analyse et politique économique;diplôme;2019;2023;0;;;Formation initiale,Formation continue;1er semestre;Sans objet;;;;H3nOd
2019;0623957P;Université d'Artois;;9  RUE DU TEMPLE;;62030;ARRAS;1501432S;SCIENCES HUMAINES ET SOCIALES;Géographie;diplôme;2015;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;;;BWbvP
2019;0623957P;Université d'Artois;;9  RUE DU TEMPLE;;62030;ARRAS;1502828J;SCIENCES, TECHNOLOGIES, SANTÉ;Chimie;diplôme;2015;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;;;BWbvP
2019;0623957P;Université d'Artois;;9  RUE DU TEMPLE;;62030;ARRAS;1501805X;DROIT, ECONOMIE, GESTION;Justice, procès et procédures;diplôme;2015;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;40;;;BWbvP
2019;0632035V;Université Clermont Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;63113;CLERMONT FERRAND;1802168G;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), pratiques et ingénierie de la formation (PIF);diplôme;2018;2020;1;;;Formation initiale;1er semestre;Oui;12;;;FvH4k
2019;0632035V;Université Clermont Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;63113;CLERMONT FERRAND;1703370P;SCIENCES, TECHNOLOGIES, SANTÉ | SCIENCES HUMAINES ET SOCIALES;Staps : activité physique adaptée et santé;diplôme;2017;2020;1;;;Formation initiale;1er semestre;Oui;31;;;FvH4k
2019;0632035V;Université Clermont Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;63113;CLERMONT FERRAND;1702052G;SCIENCES HUMAINES ET SOCIALES;Sciences de l'éducation;diplôme;2017;2020;1;;;Formation initiale;1er semestre;Oui;70;;;FvH4k
2019;0632035V;Université Clermont Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;63113;CLERMONT FERRAND;1702673G;DROIT, ECONOMIE, GESTION;Management stratégique;diplôme;2017;2020;1;;;Formation initiale;1er semestre;Oui;80;;;FvH4k
2019;0640251A;Université de Pau;;AVENUE DE L UNIVERSITE;;64012;PAU;1601791C;DROIT, ECONOMIE, GESTION;Entrepreneuriat et management de projets;diplôme;2016;2020;1;;;Formation continue,Alternance;3ème semestre;Sans objet;;;;Mz286
2019;0691775E;Université Lyon-II;;18  QUAI CLAUDE BERNARD;;69365;LYON;1601111N;SCIENCES HUMAINES ET SOCIALES;Psychologie;diplôme;2016;2020;1;;;Formation initiale;1er semestre;Oui;50;;;CUBKB
2019;0691775E;Université Lyon-II;;18  QUAI CLAUDE BERNARD;;69365;LYON;1601700D;ARTS, LETTRES, LANGUES;Cinéma et audiovisuel;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;80;;;CUBKB
2019;0691775E;Université Lyon-II;;18  QUAI CLAUDE BERNARD;;69365;LYON;1602401R;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), encadrement éducatif;diplôme;2016;2020;0;;;Formation initiale;1er semestre;Sans objet;;;;CUBKB
2019;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON;1601218E;DROIT, ECONOMIE, GESTION;Droit pénal et sciences criminelles;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;57;;;7Gzub
2019;0692566P;Ecole nationale des travaux publics de l'Etat;;3 RUE MAURICE AUDIN;;69518;VAULX EN VELIN;1602422N;SCIENCES HUMAINES ET SOCIALES;Histoire, civilisations, patrimoine;diplôme;2016;2020;1;;;Formation initiale;;Sans objet;;;;56aH3
2019;0694123G;Ecole normale supérieure de Lyon;;15  PARVIS RENE DESCARTES;;69342;LYON;1601867K;SCIENCES HUMAINES ET SOCIALES;Sciences sociales;diplôme;2016;2020;1;;;Formation initiale;1er semestre;Oui;25;;;kWved
2019;0694123G;Ecole normale supérieure de Lyon;;15  PARVIS RENE DESCARTES;;69342;LYON;1601916N;SCIENCES, TECHNOLOGIES, SANTÉ;Informatique;diplôme;2016;2020;1;;;Formation initiale;1er semestre;Oui;40;;;kWved
2019;0720916E;Université du Mans;;AVENUE OLIVIER MESSIAEN;;72085;LE MANS;1701292F;SCIENCES HUMAINES ET SOCIALES;Ville et environnements urbains;diplôme;2017;2021;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;30;;;9xlel
2019;0730858L;Université de Chambéry;;27  RUE MARCOZ;;73011;CHAMBERY;1601262C;SCIENCES, TECHNOLOGIES, SANTÉ;Énergétique, thermique;diplôme;2016;2020;1;;;Formation initiale;1er semestre;Oui;24;;;zCa4j
2019;0751717J;Université Paris-I;;12  PLACE DU PANTHEON;;75231;PARIS;1604303C;DROIT, ECONOMIE, GESTION;Droit bancaire et financier;dossier;2019;;1;;;Formation initiale;1er semestre;Non;;Droit;;6G2TU
2019;0751717J;Université Paris-I;;12  PLACE DU PANTHEON;;75231;PARIS;1604318U;DROIT, ECONOMIE, GESTION;Droit pénal et sciences criminelles;dossier;2019;;1;;;Formation initiale;1er semestre;Non;;Droit;;6G2TU
2019;0751717J;Université Paris-I;;12  PLACE DU PANTHEON;;75231;PARIS;1900185B;DROIT, ECONOMIE, GESTION;Droit de la santé;dossier;2019;;1;;;Formation initiale;1er semestre;Non;;Droit;;6G2TU
2019;0751721N;Université Paris-V;;12  RUE DE L'ECOLE DE MEDECINE;;75270;PARIS;1405785P;SCIENCES, TECHNOLOGIES, SANTÉ;Staps : entraînement et optimisation de la performance sportive;dossier;2019;;1;;;;;Sans objet;;;;O2v0H
2019;0753465J;Agro Paris Tech (Institut des sciences et industries du vivant et de l'environnement);;16 RUE CLAUDE BERNARD;;75231;PARIS;1503180S;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences de l'eau;diplôme;2015;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;12;;;SsSFH
2019;0753488J;Institut national des langues et civilisations orientales;;65  RUE DES GRANDS MOULINS;;75214;PARIS;1603001T;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), pratiques et ingénierie de la formation (PIF);diplôme;2016;2019;0;;;Formation initiale;1er semestre;Non;;;;Dk1Th
2019;0753742K;Ecole des hautes études en sciences sociales;;54 boulevard Raspail;;75013;PARIS;1900329H;SCIENCES HUMAINES ET SOCIALES;Territoires et développement;dossier;2019;;1;;;Formation initiale;1er semestre;Oui;40;;;y52D7
2019;0755661W;Institut mines télécom;;46  RUE BARRAULT;;75634;PARIS;1702923D;SCIENCES, TECHNOLOGIES, SANTÉ;Physique fondamentale et applications;diplôme;2017;2021;1;;;Formation initiale;3ème semestre;Sans objet;;;;6Th4v
2019;0755890V;Université Sorbonne Université;;21 rue de l'Ecole de Médecine;;75006;PARIS;1900249W;SCIENCES HUMAINES ET SOCIALES;Information, communication;dossier;2019;;1;;;Formation initiale,Formation continue;1er semestre;Oui;210;;;bxPQe
2019;0755890V;Université Sorbonne Université;;21 rue de l'Ecole de Médecine;;75006;PARIS;1301112C;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 1er degré;diplôme;2013;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;360;;;bxPQe
2019;0755890V;Université Sorbonne Université;;21 rue de l'Ecole de Médecine;;75006;PARIS;1302615L;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 2nd degré;diplôme;2013;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;534;;;bxPQe
2019;0761904G;Université de Rouen;;1  RUE THOMAS BECKET;;76821;MONT ST AIGNAN;1701990P;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques appliquées, statistique;diplôme;2017;2021;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;36;;;G4572
2019;0762762P;Université du Havre;;25 RUE PHILIPPE LEBON;;76063;LE HAVRE;1702676K;SCIENCES, TECHNOLOGIES, SANTÉ;Électronique, énergie électrique, automatique;diplôme;2017;2021;1;;;Formation initiale;1er semestre;Oui;60;Mécanique,Physique,Sciences pour l'ingénieur,Electronique, énergie électrique, automatique,Sciences et technologies;;LsQ24
2019;0772502B;Université de Marne-la-Vallée;;5  BOULEVARD DESCARTES;;77454;MARNE LA VALLEE;1503084M;DROIT, ECONOMIE, GESTION;Management de l'innovation;diplôme;2015;2019;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;56;;;9Y8CD
2019;0860856N;Université de Poitiers;;15  RUE DE L'HOTEL DIEU;;86034;POITIERS;1800787F;SCIENCES, TECHNOLOGIES, SANTÉ;Chimie;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;98;;;hlX1r
2019;0911975C;Université d'Evry-Val d'Essonne;;BOULEVARD FRANCOIS MITTERRAND;;91025;EVRY;1502468T;DROIT, ECONOMIE, GESTION;Gestion de production, logistique, achats;diplôme;2015;2019;1;;;Formation continue,Apprentissage;1er semestre;Oui;60;;;RN4E6
2019;0912330N;Communauté d'universités et établissements Université Paris-Saclay;;ROUTE DE L'ORME AUX MERISIERS RD;;91190;ST AUBIN;1503407N;SCIENCES, TECHNOLOGIES, SANTÉ;Nutrition et sciences des aliments;diplôme;2015;2019;1;;;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;97;;;dV766
2019;0912330N;Communauté d'universités et établissements Université Paris-Saclay;;ROUTE DE L'ORME AUX MERISIERS RD;;91190;ST AUBIN;1501878B;DROIT, ECONOMIE, GESTION;Droit social;diplôme;2015;2019;1;;;Formation initiale,Apprentissage;1er semestre;Non;;;;dV766
2019;0912330N;Communauté d'universités et établissements Université Paris-Saclay;;ROUTE DE L'ORME AUX MERISIERS RD;;91190;ST AUBIN;1503123E;DROIT, ECONOMIE, GESTION;Droit des affaires;diplôme;2015;2019;1;;;Formation initiale,Apprentissage;1er semestre;Non;;;;dV766
2019;0912330N;Communauté d'universités et établissements Université Paris-Saclay;;ROUTE DE L'ORME AUX MERISIERS RD;;91190;ST AUBIN;1502651S;DROIT, ECONOMIE, GESTION;Contrôle de gestion et audit organisationnel;diplôme;2015;2019;0;;;Formation initiale;1er semestre;Sans objet;;;;dV766
2019;0921204J;Université Paris-X;;200  AVENUE DE LA REPUBLIQUE;;92001;NANTERRE;1401917Y;DROIT, ECONOMIE, GESTION;Économie appliquée;diplôme;2014;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;;;g6rwB
2019;0921204J;Université Paris-X;;200  AVENUE DE LA REPUBLIQUE;;92001;NANTERRE;1402099W;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences et techniques des activités physiques et sportives - STAPS;diplôme;2014;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;40;;;g6rwB
2019;0921204J;Université Paris-X;;200  AVENUE DE LA REPUBLIQUE;;92001;NANTERRE;1402123X;DROIT, ECONOMIE, GESTION;Marketing, vente;diplôme;2014;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;50;;;g6rwB
2019;0931238R;Université Paris-XIII;;Avenue Jean-Baptiste Clément;;93430;VILLETANEUSE;0900838M;SCIENCES, TECHNOLOGIES, SANTÉ;Éthologie;dossier;2019;;1;;;Formation initiale;1er semestre;Oui;35;;;cqyN7
2019;0931238R;Université Paris-XIII;;Avenue Jean-Baptiste Clément;;93430;VILLETANEUSE;1406212C;DROIT, ECONOMIE, GESTION;Comptabilité - contrôle - audit;dossier;2019;;1;;;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;68;;;cqyN7
2019;0931238R;Université Paris-XIII;;Avenue Jean-Baptiste Clément;;93430;VILLETANEUSE;1406214E;SCIENCES, TECHNOLOGIES, SANTÉ;Santé publique;dossier;2019;;1;;;Formation initiale,Formation continue;1er semestre;Oui;399;;;cqyN7
2019;0931827F;Université Paris-VIII;;2  RUE DE LA LIBERTE;;93526;ST DENIS;1502604R;ARTS, LETTRES, LANGUES;Cinéma et audiovisuel;diplôme;2015;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;105;;;Uxr7Z
2019;0931827F;Université Paris-VIII;;2  RUE DE LA LIBERTE;;93526;ST DENIS;1501470H;SCIENCES HUMAINES ET SOCIALES;Culture et communication;diplôme;2015;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;120;;;Uxr7Z
2019;7200664J;Université de Corse;;7 AVENUE J NICOLI;;20250;CORTE;1801130D;SCIENCES, TECHNOLOGIES, SANTÉ;Gestion de l'environnement;diplôme;2018;2022;1;;;Formation initiale,Alternance;1er semestre;Oui;72;;;NLCOF
2019;9740478B;Université de La Réunion;;15  AVENUE RENE CASSIN;;97744;ST DENIS;1501366V;DROIT, ECONOMIE, GESTION;Tourisme;diplôme;2015;2019;1;;;Formation initiale;1er semestre;Oui;30;Economie et gestion;;cEt92
2019;9740478B;Université de La Réunion;;15  AVENUE RENE CASSIN;;97744;ST DENIS;1502150X;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 1er degré;diplôme;2015;2019;1;;;Formation initiale;1er semestre;Oui;357;;;cEt92
2019;0781944P;Université de Versailles Saint-Quentin-en-Yvelines;;55  AVENUE DE PARIS;;78035;VERSAILLES;1501251V;DROIT, ECONOMIE, GESTION;Management et administration des entreprises;diplôme;2015;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;80;;;V13Pk
2019;0801344B;Université d'Amiens;;CHEMIN DU THIL;;80021;AMIENS;1801019H;DROIT, ECONOMIE, GESTION;Droit privé;diplôme;2018;2024;1;;;Formation initiale,Formation continue;1er semestre;Non;;;;8j5s2
2019;0840685N;Université d'Avignon;;74  RUE LOUIS PASTEUR;;84029;AVIGNON;1302913K;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), pratiques et ingénierie de la formation (PIF);diplôme;2018;2022;0;;;Formation initiale;1er semestre;Sans objet;;Toutes licences;;vxHYt
2019;0870669E;Université de Limoges;;33  RUE FRANCOIS MITTERAND;;87032;LIMOGES;1603161S;DROIT, ECONOMIE, GESTION;Administration publique;diplôme;2018;2021;1;;;;1er semestre;Non;;;;nkbwh
2019;0912330N;Communauté d'universités et établissements Université Paris-Saclay;;ROUTE DE L'ORME AUX MERISIERS RD;;91190;ST AUBIN;1503042S;DROIT, ECONOMIE, GESTION;Économie;diplôme;2015;2019;1;;;Formation initiale;1er semestre;Oui;60;;;dV766
2019;0062126D;COMUE Université Côte d'Azur;;28 avenue VALROSE;;06103;NICE;1800614T;DROIT, ECONOMIE, GESTION;Droit des affaires;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;110;Droit;;RDy6Q
2019;0311383K;Université Toulouse-II;;5  ALLÉES ANTONIO MACHADO;;31058;TOULOUSE;1602147P;SCIENCES HUMAINES ET SOCIALES | ARTS, LETTRES, LANGUES;Civilisations, cultures et sociétés;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;60;Histoire,Sociologie,Langues étrangères appliquées,Langues, littératures et civilisations étrangères et régionales,Géographie et aménagement,Information-communication,Sciences de l'Homme, anthropologie, ethnologie,Sciences sociales;;HqAYu
2019;0311383K;Université Toulouse-II;;5  ALLÉES ANTONIO MACHADO;;31058;TOULOUSE;1601688R;SCIENCES HUMAINES ET SOCIALES;Intervention et développement social;diplôme;2016;2020;0;;;Formation continue;1er semestre;Sans objet;;;;HqAYu
2019;0311384L;Université Toulouse-III;;118  ROUTE DE NARBONNE;;31062;TOULOUSE;1601021R;Autre Domaine;Staps : management du sport;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;;;m7K6T
2019;0311384L;Université Toulouse-III;;118  ROUTE DE NARBONNE;;31062;TOULOUSE;1601790B;SCIENCES, TECHNOLOGIES, SANTÉ;Santé publique;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;45;;;m7K6T
2019;0311384L;Université Toulouse-III;;118  ROUTE DE NARBONNE;;31062;TOULOUSE;1603204N;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences et génie des matériaux;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;52;;;m7K6T
2019;0331766R;Université Bordeaux-III;;DOMAINE UNIVERSITAIRE;;33607;PESSAC;1601282Z;ARTS, LETTRES, LANGUES;Design;diplôme;2016;2020;1;;;Formation initiale;1er semestre;Oui;25;;;Mz90U
2019;0331766R;Université Bordeaux-III;;DOMAINE UNIVERSITAIRE;;33607;PESSAC;1603062J;SCIENCES HUMAINES ET SOCIALES;Journalisme;diplôme;2016;2020;1;;;Formation initiale;1er semestre;Oui;36;;;Mz90U
2019;0333298F;Université de Bordeaux;;35  PLACE PEY BERLAND;;33000;BORDEAUX;1602011S;SCIENCES, TECHNOLOGIES, SANTÉ;Santé publique;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;100;;;90I54
2019;0342222F;Institut national d'études supérieures agronomiques de Montpellier (Montpellier Sup Agro);;2  PLACE PIERRE VIALA;;34060;MONTPELLIER;1502483J;DROIT, ECONOMIE, GESTION;Marketing, vente;diplôme;2015;2020;1;;;Formation continue,Alternance;3ème semestre;Sans objet;;;;uv3yv
2019;0350937D;Université Rennes-II;;PLACE DU RECTEUR LE MOAL;;35043;RENNES;1702456W;SCIENCES HUMAINES ET SOCIALES;Psychologie : psychopathologie clinique psychanalytique;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;120;;;ti37C
2019;0383493R;Université Grenoble Alpes;;621  AVENUE CENTRALE;;38040;GRENOBLE;1601751J;ARTS, LETTRES, LANGUES;Didactique des langues;diplôme;2016;2020;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;67;;;F2yh2
2019;0442674T;Ecole nationale vétérinaire, agroalimentaire et de l'alimentation Nantes-Atlantique (ONIRIS);;RUE DE LA GÉRAUDIÈRE;;44322;NANTES;1701901T;SCIENCES, TECHNOLOGIES, SANTÉ;Biologie, agrosciences;diplôme;2017;2021;1;;;Formation initiale;1er semestre;Oui;20;;;b2TCC
2019;0511296G;Université de Reims;;9  BOULEVARD DE LA PAIX;;51097;REIMS;1800329H;SCIENCES, TECHNOLOGIES, SANTÉ;Santé publique;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Non;;;;57OsX
2019;0542493S;Université de Lorraine;;34  COURS LEOPOLD;;54052;NANCY;1800152R;Autre Domaine;STAPS : ingénierie et ergonomie de l'activité physique;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;Sciences et techniques des activités physiques et sportives;;t6Cq5
2019;0542493S;Université de Lorraine;;34  COURS LEOPOLD;;54052;NANCY;1800193K;SCIENCES, TECHNOLOGIES, SANTÉ;Ingénierie des systèmes complexes;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;80;Sciences pour l'ingénieur,Electronique, énergie électrique, automatique;;t6Cq5
2019;0801344B;Université d'Amiens;;CHEMIN DU THIL;;80021;AMIENS;1800981S;DROIT, ECONOMIE, GESTION;Management et administration des entreprises;diplôme;2018;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;15;;;8j5s2
2019;0801344B;Université d'Amiens;;CHEMIN DU THIL;;80021;AMIENS;1801043J;SCIENCES HUMAINES ET SOCIALES;Sciences sociales;diplôme;2018;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;105;Economie,Science politique,Sciences sanitaires et sociales,Histoire,Sciences de l'éducation,Sociologie,Sciences de l'Homme, anthropologie, ethnologie,Sciences sociales;;8j5s2
2019;0840685N;Université d'Avignon;;74  RUE LOUIS PASTEUR;;84029;AVIGNON;1302058F;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 1er degré;diplôme;2018;2022;0;;;Formation initiale;1er semestre;Sans objet;;Toutes licences;;vxHYt
2019;0931238R;Université Paris-XIII;;Avenue Jean-Baptiste Clément;;93430;VILLETANEUSE;1501454R;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), encadrement éducatif;diplôme;2015;2019;0;;;Formation initiale;;Sans objet;;;;cqyN7
2019;0931827F;Université Paris-VIII;;2  RUE DE LA LIBERTE;;93526;ST DENIS;1401309M;SCIENCES HUMAINES ET SOCIALES;Patrimoine et musées;diplôme;2014;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;;;Uxr7Z
